Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
cell-cell adhesion (GO:0098609)	3/191	0.0763372412901309	0.3267591077106402	-1.4982656906807685	1.675858199281272	CLDN11;PTPRD;PCDH9
negative regulation of kinase activity (GO:0033673)	3/202	0.08672982521470829	0.3342446712394877	-1.5089068588587693	1.6535838746999412	DBNDD2;DUSP3;WNK1
integrin-mediated signaling pathway (GO:0007229)	2/84	0.07109924960271631	0.3267591077106402	-1.468134616757241	1.642155627299563	DST;PLP1
regulation of cell adhesion (GO:0030155)	4/336	0.0950595001323145	0.3410902308025874	-1.5085495357675378	1.6226082963986097	GSN;PLXNB3;APOD;EDIL3
ethanolamine-containing compound metabolic process (GO:0042439)	2/81	0.06683676976530854	0.3267591077106402	-1.440643377255144	1.6114057947334437	PLA2G16;ENPP2
negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	2/88	0.07691662600038013	0.3267591077106402	-1.4147445947197523	1.582437176327974	MBP;LDLRAD4
response to amino acid (GO:0043200)	2/86	0.07398922364790318	0.3267591077106402	-1.4048552513543027	1.571375628788321	GSN;BCL2L1
negative regulation of protein complex assembly (GO:0031333)	2/91	0.08137565053717809	0.3267591077106402	-1.3919950647403025	1.5569910978500419	GSN;LDLRAD4
chloride transmembrane transport (GO:1902476)	2/84	0.07109924960271631	0.3267591077106402	-1.387946323138855	1.552462450593577	SLC12A2;TTYH2
monocarboxylic acid metabolic process (GO:0032787)	5/473	0.09621221226941287	0.3410902308025874	-1.4395789680206794	1.5484229860856575	PLP1;BPGM;PTGDS;ALDOA;ADIPOR2
stress-activated MAPK cascade (GO:0051403)	2/89	0.07839403904765843	0.3267591077106402	-1.3787169490015583	1.5421390997897584	DUSP3;CRYAB
negative regulation of intracellular signal transduction (GO:1902532)	4/345	0.10213931320518312	0.34135867491369254	-1.4291652281906497	1.5360975456039372	DUSP3;PLEKHA1;LITAF;BCL2L1
regulation of dendrite development (GO:0050773)	2/89	0.07839403904765843	0.3267591077106402	-1.3680738005293498	1.5302343970763068	PTPRD;LPAR1
organic hydroxy compound metabolic process (GO:1901615)	5/476	0.09815730734897828	0.3410902308025874	-1.4052822472045945	1.5115331509055803	PLA2G16;GPR37;ENPP2;OSBPL1A;ABCG1
alcohol metabolic process (GO:0006066)	4/340	0.09817615275526517	0.3410902308025874	-1.3996495872998718	1.5054746155539092	PLA2G16;ENPP2;OSBPL1A;ABCG1
stress-activated protein kinase signaling cascade (GO:0031098)	2/91	0.08137565053717809	0.3267591077106402	-1.3423683915955535	1.50148207324247	DUSP3;CRYAB
memory (GO:0007613)	2/90	0.07988042277624671	0.3267591077106402	-1.3326624942326668	1.4906257159367204	SLC24A2;SGK1
calcium ion transport (GO:0006816)	3/215	0.09974220649509966	0.34135867491369254	-1.3764880633345702	1.4794789951041882	FKBP1A;SLC24A2;CACNB4
negative regulation of nervous system development (GO:0051961)	3/211	0.09565708606183501	0.3410902308025874	-1.37266333894426	1.4764479847192709	LPAR1;MBP;PRKACB
long-chain fatty acid metabolic process (GO:0001676)	2/86	0.07398922364790318	0.3267591077106402	-1.3140124966643638	1.4697650958639115	PLP1;PTGDS
extrinsic apoptotic signaling pathway (GO:0097191)	2/92	0.08287959671890283	0.3267591077106402	-1.3056415453727763	1.4604019185282435	IL33;BCL2L1
negative regulation of neuron projection development (GO:0010977)	2/91	0.08137565053717809	0.3267591077106402	-1.301476998936387	1.4557437398519772	LPAR1;MBP
cellular metal ion homeostasis (GO:0006875)	4/361	0.1153112399278514	0.34135867491369254	-1.3465884573619553	1.447342255108628	SLC24A2;CACNB4;FTH1;LPAR1
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	3/213	0.09769079599832418	0.3410902308025874	-1.345526894695467	1.4472598019457787	FKBP1A;LPAR1;LITAF
alpha-amino acid metabolic process (GO:1901605)	3/213	0.09769079599832418	0.3410902308025874	-1.3394848695425925	1.4407609499640206	QDPR;GATM;ASPA
post-Golgi vesicle-mediated transport (GO:0006892)	2/90	0.07988042277624671	0.3267591077106402	-1.2817246852285753	1.4336501438443348	RAB31;FTH1
gland development (GO:0048732)	3/220	0.10494683304502067	0.34135867491369254	-1.3324241335935179	1.432118135079216	QDPR;CACNB4;FGFR2
alpha-amino acid catabolic process (GO:1901606)	2/92	0.08287959671890283	0.3267591077106402	-1.2776907058971836	1.4291380086601058	QDPR;ASPA
protein folding (GO:0006457)	3/221	0.10600059842800687	0.34135867491369254	-1.310945502682707	1.4090324403154275	FKBP1A;CRYAB;TUBB4A
in utero embryonic development (GO:0001701)	3/222	0.10705858346898187	0.34135867491369254	-1.3011213216297624	1.398473199084725	DUSP3;FGFR2;BCL2L1
chloride transport (GO:0006821)	2/92	0.08287959671890283	0.3267591077106402	-1.2455726471368453	1.3932129304491419	SLC12A2;TTYH2
response to hydrogen peroxide (GO:0042542)	2/95	0.08744250485513876	0.3342446712394877	-1.2679786649298255	1.3895550023394567	PLEKHA1;CRYAB
tissue morphogenesis (GO:0048729)	4/358	0.11278578174847051	0.34135867491369254	-1.2830306118695007	1.3790289148880317	FKBP1A;SLC12A2;HHIP;FGFR2
chordate embryonic development (GO:0043009)	3/226	0.11133219908601677	0.34135867491369254	-1.2824205911099475	1.378373251446861	DUSP3;FGFR2;BCL2L1
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	4/444	0.19408405612998447	0.3724618880644789	-1.3803865423995256	1.3632981304597853	CACNB4;PLEKHA1;GAB1;FGFR2
lipid homeostasis (GO:0055088)	2/96	0.08898008882031812	0.3346784536933151	-1.240018030523688	1.357305195237987	ABCA2;ABCG1
embryo development ending in birth or egg hatching (GO:0009792)	3/230	0.11567123773430847	0.34135867491369254	-1.2281545224933283	1.3200469129890633	DUSP3;FGFR2;BCL2L1
negative regulation of organelle organization (GO:0010639)	3/237	0.12341689609788559	0.34777482955611977	-1.2381953322491095	1.3077819719981374	GSN;FGFR2;BCL2L1
divalent metal ion transport (GO:0070838)	3/234	0.12007401154199003	0.3458965017955808	-1.2027917341695444	1.2769025604753927	FKBP1A;SLC24A2;CACNB4
protein homooligomerization (GO:0051260)	3/230	0.11567123773430847	0.34135867491369254	-1.1692371807214077	1.256721286039733	KCNA1;ALDOA;CRYAB
lipid catabolic process (GO:0016042)	3/232	0.11786476371785595	0.3458965017955808	-1.1655307027574482	1.2373456654083428	PLA2G16;ENPP2;PRKACB
cellular response to oxygen levels (GO:0071453)	2/109	0.10966370653353641	0.34135867491369254	-1.1508001503298229	1.236904768975017	LPAR1;NDRG1
divalent inorganic cation transport (GO:0072511)	3/238	0.12453882098120089	0.34777482955611977	-1.169672062871841	1.2354076914464684	FKBP1A;SLC24A2;CACNB4
exocytosis (GO:0006887)	3/233	0.11896743568159544	0.3458965017955808	-1.1629535520100553	1.2346097217743859	RAB31;LGI3;ALDOA
ATP metabolic process (GO:0046034)	4/377	0.12919810855086167	0.3509521867107961	-1.1737551519629261	1.2290452229072582	MYO1D;ABCA2;ALDOA;ABCG1
regulation of leukocyte migration (GO:0002685)	2/110	0.11130423202361373	0.34135867491369254	-1.1394634531143153	1.2247198428205772	IL33;APOD
peptidyl-tyrosine dephosphorylation (GO:0035335)	2/102	0.0983716554197221	0.3410902308025874	-1.1220080243656465	1.2068410654047335	PTPRD;DUSP3
negative regulation of cell development (GO:0010721)	3/239	0.1256645163093784	0.34985844372925473	-1.1464633785727647	1.204046396632885	LPAR1;MBP;LDLRAD4
monovalent inorganic cation transport (GO:0015672)	4/384	0.13548735291860262	0.3579259533338967	-1.1455454734207229	1.176966810023921	SLC24A2;SLC12A2;KCNA1;SGK1
fatty acid biosynthetic process (GO:0006633)	2/111	0.11295127504178232	0.34135867491369254	-1.0864562808207154	1.1677465932245956	PLP1;PTGDS
steroid metabolic process (GO:0008202)	3/240	0.12679395530870372	0.3509521867107961	-1.1097142457738471	1.1619876515809808	PLEKHA1;OSBPL1A;ABCG1
cellular cation homeostasis (GO:0030003)	4/389	0.14005620648099876	0.35814517697385245	-1.1310880606050988	1.1614202823022135	SLC24A2;CACNB4;FTH1;LPAR1
cholesterol metabolic process (GO:0008203)	2/107	0.10640263867644303	0.34135867491369254	-1.0796080359879494	1.1603859522911293	OSBPL1A;ABCG1
response to insulin (GO:0032868)	3/246	0.13364770317061692	0.3563938751216451	-1.114610675406629	1.1499647538758915	RAB31;GAB1;FGFR2
synapse organization (GO:0050808)	2/111	0.11295127504178232	0.34135867491369254	-1.0589398402004178	1.1381713306399415	CACNB4;FGFR2
regulation of cell morphogenesis involved in differentiation (GO:0010769)	3/248	0.1359610170415556	0.3579259533338967	-1.1051898166852994	1.1355042319976818	PTPRD;MBP;LDLRAD4
rhythmic process (GO:0048511)	3/252	0.140629448206478	0.35814517697385245	-1.1041536702921373	1.1337635964167814	PLEKHA1;PTGDS;BCL2L1
regulation of cell shape (GO:0008360)	2/112	0.11460472907645793	0.34135867491369254	-1.0486426136245173	1.1271036499003297	ALDOA;ERMN
response to oxygen levels (GO:0070482)	3/259	0.14892881886037548	0.3590482924440789	-1.08065230441712	1.1069104049716223	LPAR1;CRYAB;NDRG1
positive regulation of MAPK cascade (GO:0043410)	4/395	0.14562074216832002	0.3590482924440789	-1.0801943782006218	1.106441351889813	GPR37;LPAR1;GAB1;FGFR2
inorganic anion transmembrane transport (GO:0098661)	2/108	0.1080298059830753	0.34135867491369254	-1.029314775741056	1.1063296737714792	SLC12A2;TTYH2
activation of protein kinase activity (GO:0032147)	3/252	0.140629448206478	0.35814517697385245	-1.0759263113434736	1.1047792685464435	LPAR1;GAB1;PRKACB
negative regulation of cell adhesion (GO:0007162)	2/115	0.11960250543940633	0.3458965017955808	-1.0360223723297635	1.0998575915979738	PLXNB3;APOD
single-organism carbohydrate catabolic process (GO:0044724)	2/113	0.11626448850293385	0.3423486490729405	-1.003865193861292	1.0760688197877388	BPGM;ALDOA
regulation of cell projection assembly (GO:0060491)	2/120	0.1280506667513682	0.3509521867107961	-1.0086781900792132	1.0561922636883585	PPP1R16B;PLXNB3
cellular ion homeostasis (GO:0006873)	4/402	0.15222243214712816	0.3590482924440789	-1.022706834579066	1.0475569540766954	SLC24A2;CACNB4;FTH1;LPAR1
purine ribonucleoside monophosphate metabolic process (GO:0009167)	4/402	0.15222243214712816	0.3590482924440789	-1.0069947313586	1.0314630721984692	MYO1D;ABCA2;ALDOA;ABCG1
cellular amino acid catabolic process (GO:0009063)	2/117	0.12296449839068746	0.34777482955611977	-0.9735816362106966	1.0282969729760212	QDPR;ASPA
purine nucleoside monophosphate metabolic process (GO:0009126)	4/403	0.15317495508479392	0.3590482924440789	-1.0031790042825837	1.0275546291352282	MYO1D;ABCA2;ALDOA;ABCG1
neuron development (GO:0048666)	2/121	0.12975717144201873	0.3509521867107961	-0.9587669073929214	1.0039298958068004	WNK1;FGFR2
carbohydrate catabolic process (GO:0016052)	2/120	0.1280506667513682	0.3509521867107961	-0.9545031098233764	0.9994652508375926	BPGM;ALDOA
negative regulation of protein modification process (GO:0031400)	4/407	0.15700812542670153	0.3619909558448952	-0.9812270115680388	0.9970601409855752	DBNDD2;DUSP3;WNK1;LDLRAD4
cellular calcium ion homeostasis (GO:0006874)	3/261	0.1513293144437193	0.3590482924440789	-0.9700418483678208	0.9936122940073703	SLC24A2;CACNB4;LPAR1
sterol metabolic process (GO:0016125)	2/119	0.12634965372190768	0.3509521867107961	-0.9484181322520939	0.9930936386636435	OSBPL1A;ABCG1
cell maturation (GO:0048469)	2/118	0.12465423107583812	0.34777482955611977	-0.9372077283455962	0.9898788496653048	PLP1;SEPT4
small molecule catabolic process (GO:0044282)	3/261	0.1513293144437193	0.3590482924440789	-0.9607996999279969	0.9841455763309097	QDPR;ENPP2;ASPA
organ morphogenesis (GO:0009887)	4/405	0.15508694880189344	0.3590482924440789	-0.9575287614855531	0.9807951593825874	FKBP1A;PLEKHA1;HHIP;FGFR2
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	2/126	0.13836867211147735	0.35814517697385245	-0.9498905707901371	0.9753636461276943	SEPT4;BCL2L1
plasma membrane organization (GO:0007009)	2/121	0.12975717144201873	0.3509521867107961	-0.920420465819243	0.9637771341743552	RAB31;NDRG1
reproductive structure development (GO:0048608)	3/265	0.15616789807781536	0.3606799454736327	-0.9291045107087071	0.9474676031174216	GAB1;FGFR2;BCL2L1
detection of light stimulus (GO:0009583)	2/121	0.12975717144201873	0.3509521867107961	-0.8999047596241305	0.9422950297921048	CACNB4;PLEKHB1
cellular amine metabolic process (GO:0044106)	2/125	0.13663616114615007	0.3579259533338967	-0.9113280294897314	0.9363249811035494	PLA2G16;ENPP2
cellular biogenic amine metabolic process (GO:0006576)	2/125	0.13663616114615007	0.3579259533338967	-0.9086161604928888	0.933538727849992	PLA2G16;ENPP2
antigen receptor-mediated signaling pathway (GO:0050851)	2/127	0.14010609966577106	0.35814517697385245	-0.9046482526696633	0.9289080714349716	CACNB4;PLEKHA1
ribonucleoside monophosphate metabolic process (GO:0009161)	4/416	0.16576443498692975	0.3637898369861871	-0.9178897206508965	0.9281507630304845	MYO1D;ABCA2;ALDOA;ABCG1
cellular response to radiation (GO:0071478)	2/126	0.13836867211147735	0.35814517697385245	-0.8910277030294788	0.9149222615239805	CRYAB;BCL2L1
negative regulation of neuron apoptotic process (GO:0043524)	2/133	0.15062876016500074	0.3590482924440789	-0.8895955130018735	0.9112112429991704	NRBP2;BCL2L1
positive regulation of cell cycle (GO:0045787)	3/278	0.17222062851486264	0.3637898369861871	-0.8977783323576809	0.9078145505531146	DUSP3;NDRG1;FGFR2
cellular divalent inorganic cation homeostasis (GO:0072503)	3/271	0.16351652218814872	0.3637898369861871	-0.8960538774793284	0.906070818081615	SLC24A2;CACNB4;LPAR1
organic acid biosynthetic process (GO:0016053)	3/272	0.16475153517951557	0.3637898369861871	-0.8941080193692919	0.904103207322995	GATM;PLP1;PTGDS
carbohydrate biosynthetic process (GO:0016051)	2/130	0.14534695572068854	0.3590482924440789	-0.8812718278031743	0.9026853057328653	ALDOA;PRKACB
carboxylic acid biosynthetic process (GO:0046394)	3/272	0.16475153517951557	0.3637898369861871	-0.8916675275479676	0.9016354333680525	GATM;PLP1;PTGDS
calcium ion homeostasis (GO:0055074)	3/274	0.16723009890394072	0.3637898369861871	-0.8812655099081111	0.8911171321034485	SLC24A2;CACNB4;LPAR1
regulation of blood pressure (GO:0008217)	2/133	0.15062876016500074	0.3590482924440789	-0.8668390140072006	0.8879017979399512	WNK1;SGK1
regulation of MAP kinase activity (GO:0043405)	3/273	0.16598940301006013	0.3637898369861871	-0.8728456696451941	0.8826031668756	DUSP3;LPAR1;GAB1
response to ionizing radiation (GO:0010212)	2/127	0.14010609966577106	0.35814517697385245	-0.8574576656879794	0.8804519814423376	CRYAB;BCL2L1
metal ion homeostasis (GO:0055065)	4/422	0.1716997472731638	0.3637898369861871	-0.8604233768649729	0.8700420059178606	SLC24A2;CACNB4;FTH1;LPAR1
cellular amino acid metabolic process (GO:0006520)	4/421	0.17070524196279827	0.3637898369861871	-0.8520228217569571	0.8615475414326766	QDPR;PLA2G16;GATM;ASPA
activation of MAPK activity (GO:0000187)	2/133	0.15062876016500074	0.3590482924440789	-0.8341688050150421	0.8544377557885551	LPAR1;GAB1
inorganic anion transport (GO:0015698)	2/127	0.14010609966577106	0.35814517697385245	-0.8268373314020656	0.8490105061680703	SLC12A2;TTYH2
regulation of neuron projection development (GO:0010975)	3/275	0.16847359610131968	0.3637898369861871	-0.8191740085125182	0.8283315129800956	PTPRD;LPAR1;MBP
dephosphorylation (GO:0016311)	3/278	0.17222062851486264	0.3637898369861871	-0.813207309813741	0.8222981128608351	PTPRD;DUSP3;BPGM
nucleoside monophosphate metabolic process (GO:0009123)	4/427	0.17670330302426854	0.3675618862542158	-0.80936232038533	0.8100612666942862	MYO1D;ABCA2;ALDOA;ABCG1
nervous system development (GO:0007399)	3/277	0.17096888758957704	0.3637898369861871	-0.7976224894911921	0.8065390706266446	TTLL7;EFNB3;MOBP
amine metabolic process (GO:0009308)	2/134	0.15239804373417862	0.3590482924440789	-0.7820596739172625	0.8010624572115776	PLA2G16;ENPP2
regulation of ion transmembrane transporter activity (GO:0032412)	2/137	0.15773071492636057	0.3627043359099809	-0.7854342246065816	0.796561689797444	FKBP1A;CACNB4
cellular lipid catabolic process (GO:0044242)	2/131	0.14710312744836945	0.3590482924440789	-0.7735400568299028	0.7923358272290885	ENPP2;PRKACB
negative regulation of transferase activity (GO:0051348)	3/284	0.17978673067246673	0.3675618862542158	-0.7900993914649777	0.790781702760505	DBNDD2;DUSP3;WNK1
fatty acid metabolic process (GO:0006631)	3/280	0.174732167547214	0.3675618862542158	-0.7897892386113147	0.7904712820661149	PLP1;PTGDS;ADIPOR2
regulation of transmembrane transporter activity (GO:0022898)	2/141	0.16489566608281067	0.3637898369861871	-0.7645207961967322	0.773067335190859	FKBP1A;CACNB4
positive regulation of neurogenesis (GO:0050769)	3/283	0.17851922053309452	0.3675618862542158	-0.7723939373664415	0.7730609586472511	PTPRD;LPAR1;ASPA
regulation of establishment of protein localization (GO:0070201)	4/442	0.1920109644486816	0.3713437947978739	-0.774857445739666	0.7675946874166746	IL33;APOD;LITAF;BCL2L1
response to toxic substance (GO:0009636)	2/142	0.1666961169892692	0.3637898369861871	-0.7512842895282396	0.7596828582893118	CNP;MBP
positive regulation of epithelial cell proliferation (GO:0050679)	2/144	0.170307500561407	0.3637898369861871	-0.7501406274965354	0.758526411318076	PLXNB3;FGFR2
regulation of protein import into nucleus (GO:0042306)	2/143	0.16850008879405157	0.3637898369861871	-0.7357175625327927	0.7439421116466044	APOD;LITAF
response to nutrient levels (GO:0031667)	3/291	0.18872882051490286	0.3713437947978739	-0.7285419153362719	0.7217132736443724	GATM;GSN;ADIPOR2
branching morphogenesis of an epithelial tube (GO:0048754)	2/141	0.16489566608281067	0.3637898369861871	-0.7056001673807836	0.7134880356700203	SLC12A2;HHIP
response to radiation (GO:0009314)	4/442	0.1920109644486816	0.3713437947978739	-0.7128859804570415	0.7062040822364393	CACNB4;PLEKHB1;CRYAB;BCL2L1
divalent inorganic cation homeostasis (GO:0072507)	3/291	0.18872882051490286	0.3713437947978739	-0.6894196270773004	0.6829576795769965	SLC24A2;CACNB4;LPAR1
regulation of cell-substrate adhesion (GO:0010810)	2/149	0.1793933761148704	0.3675618862542158	-0.6653397649062411	0.66591433671564	APOD;EDIL3
insulin receptor signaling pathway (GO:0008286)	2/148	0.1775699536276511	0.3675618862542158	-0.6468144896857042	0.6473730635021009	GAB1;FGFR2
positive regulation of neuron projection development (GO:0010976)	2/144	0.170307500561407	0.3637898369861871	-0.6383512415907138	0.6454873375678863	PTPRD;LPAR1
negative regulation of neuron differentiation (GO:0045665)	2/147	0.17574957706756733	0.3675618862542158	-0.644572424786853	0.6451290624086109	LPAR1;MBP
cellular response to oxidative stress (GO:0034599)	2/148	0.1775699536276511	0.3675618862542158	-0.6429934877887921	0.6435487618776068	PLEKHA1;RNF7
